Fz,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7
4,-6,13,7,0,0,-6,2,-3
01263,-6,13,7,0,0,-6,2,-3
0958,-6,13,7,0,0,-6,2,-3
0895,-6,13,7,0,0,-6,2,-3
0666,-4,-16,32,0,-2,-1,-2,-7
0680,-4,-16,32,0,-2,-1,-2,-7
01235,-4,-16,32,0,-2,-1,-2,-7
0982,-7,11,14,-16,2,-2,-4,-10
0895,-7,11,14,-16,2,-2,-4,-10
0673,3,-4,10,-3,-5,1,-5,12
0627,3,-4,10,-3,-5,1,-5,12
01240,3,-4,10,-3,-5,1,-5,12
0984,3,-4,10,-3,-5,1,-5,12
0897,1,2,-19,3,6,3,8,4
0683,1,2,-19,3,6,3,8,4
0623,1,2,-19,3,6,3,8,4
01192,1,2,-19,3,6,3,8,4
0987,1,2,-19,3,6,3,8,4
0901,1,2,-19,3,6,3,8,4
0683,1,2,-19,3,6,3,8,4
0617,-3,-10,-20,-2,-1,-5,-6,-1
01021,-6,-1,4,4,2,1,8,-2
0913,-6,-1,4,4,2,1,8,-2
08290,9,-4,64,2,5,1,8,13
4630,9,-4,64,2,5,1,8,13
9140,9,-4,64,2,5,1,8,13
1237092,9,-4,64,2,5,1,8,13
90889,-4,3,-6,-7,-1,6,-6,-11
0571,-4,3,-6,-7,-1,6,-6,-11
0729,-4,3,-6,-7,-1,6,-6,-11
01270,-4,3,-6,-7,-1,6,-6,-11
0952,-4,3,-6,-7,-1,6,-6,-11
0892,-4,3,-6,-7,-1,6,-6,-11
0569,1,15,-1,-6,-9,-6,-1,-4
0717,1,15,-1,-6,-9,-6,-1,-4
01273,1,15,-1,-6,-9,-6,-1,-4
0950,1,15,-1,-6,-9,-6,-1,-4
0896,1,15,-1,-6,-9,-6,-1,-4
0580,1,-1,2,7,3,3,7,5
0713,5,1,18,4,1,1,-3,2
01276,5,1,18,4,1,1,-3,2
0934,5,2,-10,-2,-2,-3,2,-8
0896,-3,-5,11,-9,-7,0,-4,0
0488,1,-10,-6,2,10,-6,5,8
0843,1,-10,-6,2,10,-6,5,8
0948,1,-10,-6,2,10,-6,5,8
0902,2,4,18,2,0,0,-11,-8
0658,-8,-5,-21,-5,0,0,0,0
0603,-8,-5,-21,-5,0,0,0,0
011710108,-3,-3,-10,1,-3,0,9,2
00920,-3,-3,-10,1,-3,0,9,2
0853,-3,-3,-10,1,-3,0,9,2
0481,0,-1,-26,1,-3,5,-7,3
0958,0,-1,-26,1,-3,5,-7,3
01133,0,-1,-26,1,-3,5,-7,3
0929,5,-4,-24,-13,-10,3,-9,7
0859,5,-4,-24,-13,-10,3,-9,7
0480,-1,-9,-2,-3,1,-6,-2,1
0960,-1,-9,-2,-3,1,-6,-2,1
01188,-1,-9,-2,-3,1,-6,-2,1
0924,-1,-9,-2,-3,1,-6,-2,1
0883,-1,-9,-2,-3,1,-6,-2,1
0472,-1,-9,-2,-3,1,-6,-2,1
0956,9,-2,-12,3,-2,1,2,-1
01195,-5,-4,32,0,2,-3,-3,2
0938,-5,-4,32,0,2,-3,-3,2
0888,-5,-4,32,0,2,-3,-3,2
0475,-6,-4,-4,0,3,-7,-1,-6
0954,-6,-4,-4,0,3,-7,-1,-6
0945,-6,-4,-4,0,3,-7,-1,-6
0911,-6,-4,-4,0,3,-7,-1,-6
0573,-2,6,4,-4,-9,-4,0,-3
0711,-2,6,4,-4,-9,-4,0,-3
01260,-2,6,4,-4,-9,-4,0,-3
010360,-2,6,4,-4,-9,-4,0,-3
9260,-2,6,4,-4,-9,-4,0,-3
84704,-12,-10,-10,-3,-9,-4,2,1
870953,-12,-10,-10,-3,-9,-4,2,1
01213,-5,4,-13,1,5,1,9,6
0948,-5,4,-13,1,5,1,9,6
0907,3,4,-9,2,-1,0,-1,-6
0498,7,0,-30,-5,-3,-3,5,0
01017,7,0,-30,-5,-3,-3,5,0
01122,7,0,-30,-5,-3,-3,5,0
0934,7,0,-30,-5,-3,-3,5,0
0849,7,0,-30,-5,-3,-3,5,0
0511,-1,-1,-3,7,-3,-5,-6,0
01155,-1,-1,-3,7,-3,-5,-6,0
01118,-1,-1,-3,7,-3,-5,-6,0
0934,-1,-1,-3,7,-3,-5,-6,0
0855,-1,-1,-3,7,-3,-5,-6,0
0508,-5,-5,36,0,-4,-5,-8,2
01077,-5,-5,36,0,-4,-5,-8,2
01126,-2,-6,-16,0,-4,0,2,9
0881,-2,-6,-16,0,-4,0,2,9
0483,-1,3,-33,-12,4,7,-9,-3
0871,-1,3,-33,-12,4,7,-9,-3
01289,-1,3,-33,-12,4,7,-9,-3
0975,-1,3,-33,-12,4,7,-9,-3
09200,-1,3,-33,-12,4,7,-9,-3
7170,-1,-8,9,7,5,-3,11,-10
5800,-1,-8,9,7,5,-3,11,-10
1198010,-1,-8,9,7,5,-3,11,-10
900932,-1,-8,9,7,5,-3,11,-10
0864,3,0,-38,-5,4,-6,10,-7
0501,1,13,25,6,2,1,7,0
01134,1,13,25,6,2,1,7,0
01055,-1,-16,-2,-8,-4,4,7,-10
0931,-1,-16,-2,-8,-4,4,7,-10
0785,-1,-16,-2,-8,-4,4,7,-10
0570,-1,-16,-2,-8,-4,4,7,-10
01246,5,-11,3,2,5,9,4,15
01059,5,-11,3,2,5,9,4,15
0932,2,1,-3,-2,-9,4,0,-9
0785,2,1,-3,-2,-9,4,0,-9
0573,2,1,-3,-2,-9,4,0,-9
01190,2,1,-3,-2,-9,4,0,-9
01061,2,1,-3,-2,-9,4,0,-9
0830,2,1,-3,-2,-9,4,0,-9
0484,2,1,-3,-2,-9,4,0,-9
0978,2,1,-3,-2,-9,4,0,-9
01245,2,-8,14,9,1,0,-8,5
0954,2,-8,14,9,1,0,-8,5
09150,2,-8,14,9,1,0,-8,5
6220,-6,0,-16,2,2,1,1,-9
6660,-6,0,-16,2,2,1,1,-9
123801024,-6,0,-16,2,2,1,1,-9
0931,-6,0,-16,2,2,1,1,-9
0838,-6,0,-16,2,2,1,1,-9
0565,4,22,10,-2,-1,-1,0,5
01104,4,22,10,-2,-1,-1,0,5
01104,4,22,10,-2,-1,-1,0,5
0934,-1,3,-13,3,2,5,3,-5
0839,-1,3,-13,3,2,5,3,-5
0517,-1,3,-13,3,2,5,3,-5
01099,-1,3,-13,3,2,5,3,-5
01006,2,3,-2,3,-5,3,-5,4
0919,2,3,-2,3,-5,3,-5,4
0690,2,3,-2,3,-5,3,-5,4
0653,-5,-15,-21,-12,-6,-4,-3,3
01263,-5,-15,-21,-12,-6,-4,-3,3
01005,-5,-15,-21,-12,-6,-4,-3,3
0922,-5,-15,-21,-12,-6,-4,-3,3
0552,2,-10,-25,-5,-7,2,-4,9
01090,3,2,44,-3,0,-3,-1,6
01120,3,2,44,-3,0,-3,-1,6
0940,-4,-2,-25,-2,1,3,0,0
0898,-7,-14,1,-14,-2,7,8,-7
0495,-7,-14,1,-14,-2,7,8,-7
08260,-7,-14,1,-14,-2,7,8,-7
12940,-7,-14,1,-14,-2,7,8,-7
973091,-7,-14,1,-14,-2,7,8,-7
90708,-2,2,5,-3,7,0,-1,0
0592,-2,2,5,-3,7,0,-1,0
01219,-2,2,5,-3,7,0,-1,0
01048,-2,2,5,-3,7,0,-1,0
0933,-5,-10,-5,4,-1,-8,-3,11
0824,-5,-10,-5,4,-1,-8,-3,11
0591,-5,-10,-5,4,-1,-8,-3,11
01220,-5,-10,-5,4,-1,-8,-3,11
01056,-5,-10,-5,4,-1,-8,-3,11
0942,-5,-10,-5,4,-1,-8,-3,11
0780,-5,-10,-5,4,-1,-8,-3,11
0594,-1,-3,-32,-11,-6,2,1,1
01163,-2,3,-8,0,-3,0,-1,-9
01104,-4,0,-4,-1,-5,-10,3,-6
0943,-4,0,-4,-1,-5,-10,3,-6
0553,1,-5,-11,-6,-2,4,-3,-7
01009,1,-5,-11,-6,-2,4,-3,-7
01201,1,-5,-11,-6,-2,4,-3,-7
0965,12,5,0,9,-12,1,-5,2
0930,12,5,0,9,-12,1,-5,2
05660,12,5,0,9,-12,1,-5,2
7590,12,5,0,9,-12,1,-5,2
129601,12,5,0,9,-12,1,-5,2
0500952,12,5,0,9,-12,1,-5,2
0816,12,5,0,9,-12,1,-5,2
0,-10,17,-6,-11,-7,8,-18,15
6100,-10,17,-6,-11,-7,8,-18,15
117001185,-1,-7,4,6,6,-1,0,12
0988,-1,-7,4,6,6,-1,0,12
0940,3,-17,-4,-4,0,2,-1,-7
0615,3,-17,-4,-4,0,2,-1,-7
01242,3,-17,-4,-4,0,2,-1,-7
01155,3,-17,-4,-4,0,2,-1,-7
0988,3,-17,-4,-4,0,2,-1,-7
0892,3,-17,-4,-4,0,2,-1,-7
0593,3,-17,-4,-4,0,2,-1,-7
01249,-8,-13,-26,-5,1,-5,3,-15
01163,-6,-8,-24,0,1,-7,-4,2
01000,7,5,-7,0,-8,-4,-7,-3
0904,-9,6,-4,0,5,-7,2,-4
01115,-9,6,-4,0,5,-7,2,-4
01276,-9,6,-4,0,5,-7,2,-4
01029,-9,6,-4,0,5,-7,2,-4
0994,16,12,-5,7,3,7,-1,15
0647,-11,-1,-26,-5,-7,-10,2,-8
08660,-11,-1,-26,-5,-7,-10,2,-8
13790,-11,-1,-26,-5,-7,-10,2,-8
10920,4,-6,-6,11,1,2,8,-12
10160895,4,-6,-6,11,1,2,8,-12
0616,7,25,13,-1,-6,0,-8,2
01207,7,25,13,-1,-6,0,-8,2
01215,7,25,13,-1,-6,0,-8,2
01038,7,25,13,-1,-6,0,-8,2
0983,0,11,6,2,-15,-15,-8,-6
0631,0,11,6,2,-15,-15,-8,-6
01220,0,11,6,2,-15,-15,-8,-6
01166,0,11,6,2,-15,-15,-8,-6
01054,0,11,6,2,-15,-15,-8,-6
0887,0,11,6,2,-15,-15,-8,-6
0735,-5,-27,1,5,4,8,14,20
01363,-5,-27,1,5,4,8,14,20
01181,-5,-27,1,5,4,8,14,20
01072,7,-20,-12,-6,-2,-4,-7,-4
09,7,-20,-12,-6,-2,-4,-7,-4
12,0,-13,-14,-3,0,6,-3,-2
01321,0,-13,-14,-3,0,6,-3,-2
01284,0,-13,-14,-3,0,6,-3,-2
01104,9,-16,-1,0,3,-7,-14,-5
01057,13,-4,4,10,-1,-2,7,7
0658,13,-4,4,10,-1,-2,7,7
01063,13,-4,4,10,-1,-2,7,7
014720,13,-4,4,10,-1,-2,7,7
11530,13,-4,4,10,-1,-2,7,7
11060,13,-4,4,10,-1,-2,7,7
840083,13,-4,4,10,-1,-2,7,7
601405,13,-4,4,10,-1,-2,7,7
01254,13,-4,4,10,-1,-2,7,7
01135,-6,-4,5,-2,3,2,25,-7
0984,7,0,-1,-4,3,20,0,12
0804,7,0,-1,-4,3,20,0,12
01365,7,0,-1,-4,3,20,0,12
01280,7,0,-1,-4,3,20,0,12
01157,7,0,-1,-4,3,20,0,12
01055,-10,-9,1,-2,6,9,0,4
0820,-10,-9,1,-2,6,9,0,4
01379,-10,-9,1,-2,6,9,0,4
01340,-10,-9,1,-2,6,9,0,4
01179,-10,-9,1,-2,6,9,0,4
01079,-13,15,-3,4,3,-3,-4,-16
0838,-13,15,-3,4,3,-3,-4,-16
01357,-20,-1,-7,-2,-3,-25,3,-30
01204,-20,-1,-7,-2,-3,-25,3,-30
01164,0,-5,-1,-4,20,28,-11,12
0762,0,-5,-1,-4,20,28,-11,12
01146,0,-5,-1,-4,20,28,-11,12
01580,0,-5,-1,-4,20,28,-11,12
012780,12,27,-2,6,2,-6,-15,-4
12240,10,-7,2,4,3,25,-3,28
97409,10,-7,2,4,3,25,-3,28
2401507,10,-7,2,4,3,25,-3,28
01379,10,-7,2,4,3,25,-3,28
01253,10,-7,2,4,3,25,-3,28
01119,10,-7,2,4,3,25,-3,28
0852,10,-7,2,4,3,25,-3,28
01380,1,12,9,1,-15,-9,-3,-4
01488,3,-1,6,11,5,-3,1,2
01286,3,-1,6,11,5,-3,1,2
01183,3,-1,6,11,5,-3,1,2
0840,3,-1,6,11,5,-3,1,2
01394,3,-1,6,11,5,-3,1,2
01508,3,-1,6,11,5,-3,1,2
01296,3,-1,6,11,5,-3,1,2
01232,3,-1,6,11,5,-3,1,2
0881,-14,1,7,5,1,23,7,4
01522,-11,13,1,-3,-8,-29,16,-17
01322,-11,13,1,-3,-8,-29,16,-17
01285,-11,13,1,-3,-8,-29,16,-17
0896,7,-7,4,-2,8,0,-4,12
01155,7,-7,4,-2,8,0,-4,12
016720,7,-7,4,-2,8,0,-4,12
13910,25,1,7,-2,-4,31,-5,7
13090,-2,7,-7,4,-5,-26,-3,-30
1144094,-2,7,-7,4,-5,-26,-3,-30
601495,-2,7,-7,4,-5,-26,-3,-30
01519,-2,7,-7,4,-5,-26,-3,-30
01341,-2,7,-7,4,-5,-26,-3,-30
01283,-2,7,-7,4,-5,-26,-3,-30
0927,-1,-21,-11,-1,-4,-22,-18,-14
01506,-1,-21,-11,-1,-4,-22,-18,-14
01582,19,22,15,8,10,7,11,19
01361,19,22,15,8,10,7,11,19
01305,0,-22,-5,-8,3,0,-3,1
0917,-10,5,21,4,-1,4,1,23
01447,-10,5,21,4,-1,4,1,23
01600,-10,5,21,4,-1,4,1,23
01383,-10,5,21,4,-1,4,1,23
01326,-15,-17,-37,-26,-4,-5,-2,-3
0935,-15,-17,-37,-26,-4,-5,-2,-3
01461,18,23,15,2,-16,56,6,14
01405,-13,-21,-10,-12,-8,-25,9,-15
01381,-13,-21,-10,-12,-8,-25,9,-15
0978,-12,28,-2,1,-8,-25,-6,-13
01288,-12,28,-2,1,-8,-25,-6,-13
01773,-12,28,-2,1,-8,-25,-6,-13
01477,-12,28,-2,1,-8,-25,-6,-13
014200,1,13,-7,-11,-1,-15,-7,-23
12660,25,-17,38,23,13,18,-6,54
103701,25,-17,38,23,13,18,-6,54
57601646,-7,-7,-7,4,3,-24,-4,-12
01455,-7,-7,-7,4,3,-24,-4,-12
01405,-7,-7,-7,4,3,-24,-4,-12
010,-7,-7,-7,4,3,-24,-4,-12
09014,-7,-7,-7,4,3,-24,-4,-12
5701804,-7,-7,-7,4,3,-24,-4,-12
01487,-7,-7,-7,4,3,-24,-4,-12
01452,0,-7,-11,-13,6,5,0,20
01044,-10,-21,4,2,-6,-21,-3,-29
01463,-10,-21,4,2,-6,-21,-3,-29
01728,-10,-21,4,2,-6,-21,-3,-29
01482,-10,-21,4,2,-6,-21,-3,-29
01437,-16,0,-10,-8,1,-8,7,-2
01021,-16,0,-10,-8,1,-8,7,-2
01521,-16,0,-10,-8,1,-8,7,-2
01492,-9,21,7,-2,3,1,2,-16
01443,-9,21,7,-2,3,1,2,-16
01051,-9,21,7,-2,3,1,2,-16
01332,-9,21,7,-2,3,1,2,-16
01828,-9,21,7,-2,3,1,2,-16
01536,-9,21,7,-2,3,1,2,-16
01455,-9,21,7,-2,3,1,2,-16
012730,-9,21,7,-2,3,1,2,-16
11000,2,-13,14,11,-5,25,-20,18
16500,-2,-12,-21,-4,12,1,13,-15
1679014,-2,-12,-21,-4,12,1,13,-15
7001429,14,24,18,32,-1,-20,-13,-19
0,14,24,18,32,-1,-20,-13,-19
10220,14,24,18,32,-1,-20,-13,-19
1437018,14,24,18,32,-1,-20,-13,-19
0801504,0,56,13,-2,1,-13,-9,-5
01446,0,56,13,-2,1,-13,-9,-5
01095,-17,-8,-11,-2,-3,4,1,13
01372,-17,-8,-11,-2,-3,4,1,13
01820,-17,-8,-11,-2,-3,4,1,13
01506,-17,-8,-11,-2,-3,4,1,13
01441,-17,-8,-11,-2,-3,4,1,13
01086,-17,-8,-11,-2,-3,4,1,13
