Fz,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7
4,-2,0,0,-4,-1,-3,-13,-3
0,-2,0,0,-4,-1,-3,-13,-3
79004,-2,0,0,-4,-1,-3,-13,-3
820425,-2,-1,0,5,2,0,-10,0
0199,-2,-1,0,5,2,0,-10,0
095,-2,-1,0,5,2,0,-10,0
0716,-2,-1,0,5,2,0,-10,0
0535,-2,-1,0,5,2,0,-10,0
0431,-1,-2,-4,-1,-6,-2,-12,-4
0256,-1,-2,-4,-1,-6,-2,-12,-4
094,-1,-2,-4,-1,-6,-2,-12,-4
0714,-2,-1,1,12,4,2,6,0
0541,0,-2,-1,-8,-2,1,48,1
0422,0,-2,-1,-8,-2,1,48,1
0258,0,-2,-1,-8,-2,1,48,1
0100,0,-2,-1,-8,-2,1,48,1
0705,0,-2,-1,-8,-2,1,48,1
0546,-2,0,-2,-3,10,-1,-27,0
0427,-2,0,-2,-3,10,-1,-27,0
0202,-2,0,-2,-3,10,-1,-27,0
093,-2,0,-2,-3,10,-1,-27,0
0748,-2,0,-2,-3,10,-1,-27,0
0540,-2,0,-2,-3,10,-1,-27,0
0427,0,-2,3,0,-2,1,-2,-4
0258,-2,-2,-1,1,-2,-2,-10,0
092,-2,-2,-1,1,-2,-2,-10,0
0581,0,0,-1,-7,1,-2,-10,-3
0440,0,0,-1,-7,1,-2,-10,-3
03850,0,0,-1,-7,1,-2,-10,-3
140,0,0,-1,-7,1,-2,-10,-3
3740,0,0,-1,-7,1,-2,-10,-3
7750467,-1,-1,2,6,11,2,52,1
0413,-1,-1,2,6,11,2,52,1
0149,-1,-1,2,6,11,2,52,1
0197,-1,-1,2,6,11,2,52,1
0774,-1,-1,2,6,11,2,52,1
0495,-1,-1,2,6,11,2,52,1
0424,-1,-1,-4,-4,-4,-3,-20,2
0146,-1,-1,-4,-4,-4,-3,-20,2
0201,-1,-1,-4,-4,-4,-3,-20,2
0776,1,-3,1,-1,-3,-2,-11,0
0491,1,-3,1,-1,-3,-2,-11,0
0425,1,-3,1,-1,-3,-2,-11,0
0155,1,-3,1,-1,-3,-2,-11,0
0198,1,-3,1,-1,-3,-2,-11,0
0771,1,-3,1,-1,-3,-2,-11,0
0501,-2,0,0,-1,-8,-1,6,2
0425,-2,-2,-1,-11,-9,-4,17,1
0214,-2,-2,-1,-11,-9,-4,17,1
0190,-2,-2,-1,-11,-9,-4,17,1
0782,-2,-2,-1,-11,-9,-4,17,1
0427,0,0,2,6,15,0,-18,1
0272,0,0,2,6,15,0,-18,1
046,0,0,2,6,15,0,-18,1
05650,-2,-2,-5,-9,-1,-2,6,-1
6780,-2,-2,-5,-9,-1,-2,6,-1
4480,0,-2,-3,0,-2,-2,-15,-4
41102,0,-2,-3,0,-2,-2,-15,-4
0311,0,-2,-3,0,-2,-2,-15,-4
0790,0,-2,-3,0,-2,-2,-15,-4
0470,-1,0,-3,-3,-7,-1,-4,0
0423,-1,0,-3,-3,-7,-1,-4,0
0104,-1,0,-3,-3,-7,-1,-4,0
0246,-1,0,-3,-3,-7,-1,-4,0
0797,-1,0,-3,-3,-7,-1,-4,0
0478,-1,0,-3,-3,-7,-1,-4,0
0416,1,0,-1,9,-4,3,-3,0
044,1,0,-1,9,-4,3,-3,0
0241,1,0,-1,9,-4,3,-3,0
0792,-2,-4,-3,-12,-11,-5,-3,-3
0481,-2,-4,-3,-12,-11,-5,-3,-3
0421,-2,0,-1,-2,0,-2,-6,-1
052,-2,0,-1,-2,0,-2,-6,-1
0250,-2,0,-1,-2,0,-2,-6,-1
0790,-2,0,-1,-2,0,-2,-6,-1
0429,-1,-1,-3,-1,-8,0,-6,2
0230,-1,-1,-3,-1,-8,0,-6,2
075,-1,-1,-3,-1,-8,0,-6,2
0639,-1,-1,-3,-1,-8,0,-6,2
06380,-1,-1,-3,-1,-8,0,-6,2
4470,-3,-1,-1,-1,1,-2,-15,-4
4070,-3,-1,-1,-1,1,-2,-15,-4
220,-3,-1,-1,-1,1,-2,-15,-4
3650792,-1,-2,-5,-8,-11,0,-5,1
0494,-1,-2,-5,-8,-11,0,-5,1
0426,0,-1,-2,-2,-5,-4,-4,0
0116,0,-1,-2,-2,-5,-4,-4,0
0249,0,-1,-2,-2,-5,-4,-4,0
0796,0,-1,-2,-2,-5,-4,-4,0
0496,-2,-2,-2,2,9,2,-4,-1
0437,2,-2,0,-12,-17,-4,-5,-2
0119,2,-2,0,-12,-17,-4,-5,-2
0253,2,-2,0,-12,-17,-4,-5,-2
0805,2,-2,0,-12,-17,-4,-5,-2
0496,2,-2,0,-12,-17,-4,-5,-2
0429,-2,0,0,5,9,2,9,0
061,-2,0,0,5,9,2,9,0
0245,-2,0,0,5,9,2,9,0
0800,0,-2,0,-3,1,-1,0,0
0,0,-2,0,-3,1,-1,0,0
513,0,-2,0,-3,1,-1,0,0
0244,2,-2,-3,-7,-7,-1,4,1
093,2,-2,-3,-7,-7,-1,4,1
0646,2,-2,-3,-7,-7,-1,4,1
0665,-1,-1,-1,8,6,-2,-5,-2
04690435,-1,-1,-1,8,6,-2,-5,-2
026,-1,-1,-1,8,6,-2,-5,-2
0369,-1,-1,-1,8,6,-2,-5,-2
0789,-1,-1,-1,8,6,-2,-5,-2
0482,-1,-1,-1,8,6,-2,-5,-2
0440,0,2,0,3,-6,0,-1,-3
012,0,2,0,3,-6,0,-1,-3
0431,0,2,0,3,-6,0,-1,-3
0790,0,-3,-4,1,-3,-5,4,4
0483,0,-3,-4,1,-3,-5,4,4
0442,-1,-2,2,8,7,0,23,-1
034,-1,-2,2,8,7,0,23,-1
0368,-1,-2,2,8,7,0,23,-1
0813,-1,-2,2,8,7,0,23,-1
0485,0,-2,-1,0,-1,-1,0,-2
0438,-1,-1,0,0,2,5,-16,-5
0,-1,-1,0,0,2,5,-16,-5
15043,-1,-1,0,0,2,5,-16,-5
60796,-1,-1,0,0,2,5,-16,-5
0499,0,-2,0,4,3,-3,7,-3
085,0,0,0,-4,2,-6,-7,-2
0253,0,0,0,-4,2,-6,-7,-2
0793,-1,0,-1,0,1,-4,-8,0
0572,-1,0,-1,0,1,-4,-8,0
0471,1,-1,2,0,-3,1,49,1
0369,1,-1,2,0,-3,1,49,1
0390,1,-1,2,0,-3,1,49,1
5100,1,-1,2,0,-3,1,49,1
7800497,-4,-1,-3,1,-5,-3,-12,2
0462,-4,-1,-3,1,-5,-3,-12,2
0105,-4,-1,-3,1,-5,-3,-12,2
0322,-4,-1,-3,1,-5,-3,-12,2
0837,-4,-1,-3,1,-5,-3,-12,2
0528,-4,-1,-3,1,-5,-3,-12,2
0471,0,0,-2,-11,-1,0,-23,1
0111,0,0,-2,-11,-1,0,-23,1
0335,0,0,-2,-11,-1,0,-23,1
0846,0,0,-2,-11,-1,0,-23,1
0533,0,0,-2,-11,-1,0,-23,1
0485,-1,-2,-2,-2,2,14,-2,-1
0126,-1,-2,-2,-2,2,14,-2,-1
0347,-1,-2,-2,-2,2,14,-2,-1
0862,-1,-2,-2,-2,2,14,-2,-1
0553,0,-2,-2,-3,-2,-6,6,0
0491,0,-2,-2,-3,-2,-6,6,0
0292,0,-2,-2,-3,-2,-6,6,0
0840,0,-2,-2,-3,-2,-6,6,0
0623,0,-2,-2,-3,-2,-6,6,0
0514,0,2,1,-3,-5,2,-9,-2
0434,0,2,1,-3,-5,2,-9,-2
079,0,2,1,-3,-5,2,-9,-2
05520,0,2,1,-3,-5,2,-9,-2
8490558,0,2,1,-3,-5,2,-9,-2
0515,0,1,0,3,5,-6,-13,0
0175,0,1,0,3,5,-6,-13,0
0374,0,1,0,3,5,-6,-13,0
0886,0,1,0,3,5,-6,-13,0
0593,1,-1,-3,5,0,-7,-5,-2
0527,-1,-3,-1,10,4,-5,1,-4
0101,-1,-3,-1,10,4,-5,1,-4
0640,-1,-3,-1,10,4,-5,1,-4
0780,-1,-3,-1,10,4,-5,1,-4
0567,-3,-1,0,-5,-14,-8,-8,-6
0473,-3,-1,0,-5,-14,-8,-8,-6
0114,-3,-1,0,-5,-14,-8,-8,-6
0718,-3,-1,0,-5,-14,-8,-8,-6
0788,-3,-1,0,-5,-14,-8,-8,-6
0574,-3,-1,0,-5,-14,-8,-8,-6
0512,-1,-2,-2,-1,-4,-9,-1,-2
0591,-1,-2,-2,-1,-4,-9,-1,-2
0852,-1,-2,-2,-1,-4,-9,-1,-2
0604,-1,0,-2,-4,1,3,-3,-3
0563,-1,0,-2,-4,1,3,-3,-3
0220,-1,0,-2,-4,1,3,-3,-3
0355,-1,0,-2,-4,1,3,-3,-3
09100,-1,0,-2,-4,1,3,-3,-3
6960,0,1,-1,-2,1,-1,0,1
5880,0,1,-1,-2,1,-1,0,1
4640172,0,1,-1,-2,1,-1,0,1
0681,0,1,-1,-2,1,-1,0,1
0830,0,1,-1,-2,1,-1,0,1
0608,0,1,-1,-2,1,-1,0,1
0557,-1,0,-1,-4,-9,5,9,3
0168,-1,0,-1,-4,-9,5,9,3
0692,-1,0,-1,-4,-9,5,9,3
0846,-1,0,-1,-4,-9,5,9,3
0626,-1,-6,-3,7,-2,-9,-13,2
0586,-1,-6,-3,7,-2,-9,-13,2
0278,-1,-6,-3,7,-2,-9,-13,2
0840,-1,-6,-3,7,-2,-9,-13,2
0767,-1,-6,-3,7,-2,-9,-13,2
0624,-1,0,-2,0,-1,-4,-11,1
0508,-1,-1,1,-3,4,7,0,-8
0783,-1,-1,1,-3,4,7,0,-8
0876,-1,-1,1,-3,4,7,0,-8
0656,-1,-1,1,-3,4,7,0,-8
0624,-3,0,-3,-6,-2,1,-2,0
0242,-3,0,-3,-6,-2,1,-2,0
0523,-3,0,-3,-6,-2,1,-2,0
09970,-1,1,2,-1,4,-7,3,1
7040646,1,2,2,4,-8,4,18,2
0479,1,2,2,4,-8,4,18,2
0265,1,2,2,4,-8,4,18,2
0869,1,2,2,4,-8,4,18,2
0806,1,2,2,4,-8,4,18,2
0661,-1,-3,-2,-2,6,9,-17,-5
0542,-1,-3,-2,-2,6,9,-17,-5
0276,-1,-3,-2,-2,6,9,-17,-5
0880,-1,-3,-2,-2,6,9,-17,-5
0827,-1,-3,-2,-2,6,9,-17,-5
0673,-1,-1,-3,-6,-4,-6,14,6
0557,1,5,3,4,1,-15,-13,-4
0291,1,5,3,4,1,-15,-13,-4
0884,1,5,3,4,1,-15,-13,-4
0870,1,5,3,4,1,-15,-13,-4
0685,-1,-5,-3,-3,7,0,-10,8
0569,-1,-5,-3,-3,7,0,-10,8
0,-1,-5,-3,-3,7,0,-10,8
296,-1,-5,-3,-3,7,0,-10,8
0937,-1,-5,-3,-3,7,0,-10,8
0720,0,-1,-1,-3,1,-7,14,3
0677,0,-1,-1,-3,1,-7,14,3
0278,0,-1,-1,-3,1,-7,14,3
0587,0,-1,-1,-3,1,-7,14,3
01069,0,-1,-1,-3,1,-7,14,3
07820,0,-1,-1,-3,1,-7,14,3
