Fz,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7
4,0,2,-31,14,4,-2,4,17
01022,-2,-1,-8,-9,-9,3,-2,8
01260,-2,-1,-8,-9,-9,3,-2,8
01673,-2,-1,-8,-9,-9,3,-2,8
01398,-2,-1,-8,-9,-9,3,-2,8
01370,0,-3,4,9,-1,2,3,-10
0950,0,-3,4,9,-1,2,3,-10
01379,0,-3,4,9,-1,2,3,-10
01756,0,-3,4,9,-1,2,3,-10
01459,0,-3,4,9,-1,2,3,-10
01429,0,-3,4,9,-1,2,3,-10
01039,0,-3,4,9,-1,2,3,-10
01377,0,-3,4,9,-1,2,3,-10
01775,0,-3,4,9,-1,2,3,-10
0151,0,-3,4,9,-1,2,3,-10
6,0,-3,4,9,-1,2,3,-10
01145,-5,6,29,-2,0,11,-6,7
01315,3,4,2,5,4,8,3,-32
018620,-6,0,-29,2,4,3,1,9
16530,-6,0,-29,2,4,3,1,9
155901439,-6,0,-29,2,4,3,1,9
01183,-6,0,-29,2,4,3,1,9
01773,-6,0,-29,2,4,3,1,9
01836,-6,0,-29,2,4,3,1,9
01647,-6,0,-29,2,4,3,1,9
01594,1,-3,-12,-11,1,-14,-8,8
01292,1,-3,-12,-11,1,-14,-8,8
01916,1,-3,-12,-11,1,-14,-8,8
01826,1,-3,-12,-11,1,-14,-8,8
01695,-3,-6,-36,-17,-6,-19,-11,1
01578,-3,-6,-36,-17,-6,-19,-11,1
01362,-3,-6,-36,-17,-6,-19,-11,1
01991,-1,0,-14,-5,-9,14,3,2
01938,-1,0,-14,-5,-9,14,3,2
01777,-1,0,-14,-5,-9,14,3,2
01659,-2,-9,-10,-34,-21,-2,-5,3
01439,-2,-9,-10,-34,-21,-2,-5,3
02062,-2,-9,-10,-34,-21,-2,-5,3
01980,-2,-9,-10,-34,-21,-2,-5,3
01848,-2,-9,-10,-34,-21,-2,-5,3
01507,-6,4,-12,-5,-5,-8,6,2
02070,-6,4,-12,-5,-5,-8,6,2
02136,-6,4,-12,-5,-5,-8,6,2
01943,-3,-2,24,7,-2,-7,-4,14
01908,-3,-2,24,7,-2,-7,-4,14
01533,-3,-2,24,7,-2,-7,-4,14
01808,-6,10,15,-11,-1,1,5,-24
023290,-6,10,15,-11,-1,1,5,-24
20630,-6,10,15,-11,-1,1,5,-24
199101823,-3,1,-2,6,4,4,8,-4
01656,-3,1,-2,6,4,4,8,-4
02277,-3,1,-2,6,4,4,8,-4
02220,-3,1,-2,6,4,4,8,-4
02059,-3,1,-2,6,4,4,8,-4
01973,-3,1,-2,6,4,4,8,-4
01659,-3,1,-2,6,4,4,8,-4
02256,1,3,22,6,5,4,-12,-13
02263,1,3,22,6,5,4,-12,-13
02101,2,-5,29,-10,-10,-4,-6,-23
02000,-1,0,-2,12,7,9,5,-2
01721,-1,0,-2,12,7,9,5,-2
02376,-1,0,-2,12,7,9,5,-2
02183,-1,0,-2,12,7,9,5,-2
02065,-1,0,-2,12,7,9,5,-2
01812,6,-4,34,3,5,7,7,6
02324,6,-4,34,3,5,7,7,6
02158,6,-4,34,3,5,7,7,6
02013,6,-4,34,3,5,7,7,6
01934,0,-4,-12,-2,3,-9,-13,3
01519,0,-4,-12,-2,3,-9,-13,3
01909,0,-4,-12,-2,3,-9,-13,3
022620,0,-4,-12,-2,3,-9,-13,3
193801861,0,-4,-12,-2,3,-9,-13,3
015,1,0,-18,36,1,3,6,-5
2601540,-1,1,21,12,-6,1,-2,-9
02068,-1,1,21,12,-6,1,-2,-9
01856,-1,1,21,12,-6,1,-2,-9
01697,3,-5,-13,32,0,0,-6,2
01481,3,-5,-13,32,0,0,-6,2
01310,3,-5,-13,32,0,0,-6,2
01831,3,-5,-13,32,0,0,-6,2
01701,3,-5,-13,32,0,0,-6,2
01518,3,-5,-13,32,0,0,-6,2
01352,-7,2,4,-3,2,-6,0,-4
01070,-7,2,4,-3,2,-6,0,-4
01643,-7,2,4,-3,2,-6,0,-4
01475,-7,2,4,-3,2,-6,0,-4
01321,-7,2,4,-3,2,-6,0,-4
01103,-7,2,4,-3,2,-6,0,-4
01452,1,-6,-3,-26,5,-6,-6,-3
01361,1,-6,-18,-37,-10,-6,-4,4
01159,1,-6,-18,-37,-10,-6,-4,4
01079,3,4,-3,-31,3,-1,-10,-3
0640,10,2,-1,-32,-6,-3,-1,10
09620,10,2,-1,-32,-6,-3,-1,10
13770,10,2,-1,-32,-6,-3,-1,10
10340,10,2,-1,-32,-6,-3,-1,10
94606,10,2,-1,-32,-6,-3,-1,10
980587,10,2,-1,-32,-6,-3,-1,10
01124,-5,0,-8,-4,3,8,2,2
01004,-5,0,-8,-4,3,8,2,2
0845,3,-1,1,-6,3,5,3,4
0683,3,-1,1,-6,3,5,3,4
0426,3,-1,1,-6,3,5,3,4
01019,3,-1,1,-6,3,5,3,4
0897,3,-1,1,-6,3,5,3,4
0740,3,-1,1,-6,3,5,3,4
0597,-4,0,-1,8,-5,2,1,-10
0332,-1,0,-4,2,-2,-1,-11,-17
0920,-1,0,-4,2,-2,-1,-11,-17
0817,-1,0,-4,2,-2,-1,-11,-17
0665,-1,0,-4,2,-2,-1,-11,-17
0523,-1,0,-4,2,-2,-1,-11,-17
0265,-1,0,-4,2,-2,-1,-11,-17
0792,-1,0,-4,2,-2,-1,-11,-17
0617,-1,0,-4,2,-2,-1,-11,-17
0566,3,-1,4,-3,-1,-3,-1,1
0154,1,2,-9,2,-7,0,3,2
0545,1,2,-9,2,-7,0,3,2
0918,1,2,-9,2,-7,0,3,2
06100,1,2,-9,2,-7,0,3,2
5540,1,2,-9,2,-7,0,3,2
3110,0,-5,-18,-48,0,-5,-8,-5
2700829,-2,-3,-1,0,-2,-2,-6,7
0679,-2,-3,-1,0,-2,-2,-6,7
0530,-2,-3,-1,0,-2,-2,-6,7
0397,-3,-2,6,24,2,-1,-4,-1
0141,-3,-2,6,24,2,-1,-4,-1
0742,-3,-2,6,24,2,-1,-4,-1
0652,-3,-2,6,24,2,-1,-4,-1
0501,-3,-2,6,24,2,-1,-4,-1
