Fz,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7
4,-12,-10,-16,-13,-13,-38,-6,-39
02660,-12,-10,-16,-13,-13,-38,-6,-39
03151,-12,-10,-16,-13,-13,-38,-6,-39
03251,-2,-6,-10,-7,-7,-5,6,1
03079,-2,-6,-10,-7,-7,-5,6,1
03027,11,7,12,16,14,23,29,57
02608,-7,-4,-7,-4,-9,-6,3,6
03174,-7,-4,-7,-4,-9,-6,3,6
03163,-7,-4,-7,-4,-9,-6,3,6
03022,-7,-4,-7,-4,-9,-6,3,6
02869,-7,-4,-7,-4,-9,-6,3,6
02648,-8,2,9,-4,-4,0,-8,-18
03264,-8,2,9,-4,-4,0,-8,-18
03023,-8,2,9,-4,-4,0,-8,-18
02642,-8,2,9,-4,-4,0,-8,-18
02708,-1,-4,6,4,-7,-2,-11,7
03269,-1,-4,6,4,-7,-2,-11,7
03062,1,7,34,6,-8,1,16,117
02936,1,7,34,6,-8,1,16,117
02853,1,7,34,6,-8,1,16,117
024630,1,5,-7,-7,12,1,-3,37
29570,1,5,-7,-7,12,1,-3,37
31810,1,5,-7,-7,12,1,-3,37
28950,1,5,-7,-7,12,1,-3,37
284002453,1,5,-7,-7,12,1,-3,37
02639,1,5,-7,-7,12,1,-3,37
03176,1,5,-7,-7,12,1,-3,37
02847,1,5,-7,-7,12,1,-3,37
02772,1,5,-7,-7,12,1,-3,37
02496,1,5,-7,-7,12,1,-3,37
02504,1,5,-7,-7,12,1,-3,37
03078,4,1,-1,4,5,0,5,-14
02773,4,1,-1,4,5,0,5,-14
02680,4,1,-1,4,5,0,5,-14
02383,-3,-1,5,-8,-4,-5,2,-16
02406,-3,-1,5,-8,-4,-5,2,-16
02970,0,17,-1,-21,-6,-6,-10,-18
0,0,17,-1,-21,-6,-6,-10,-18
2643,0,17,-1,-21,-6,-6,-10,-18
02,-2,1,24,4,5,2,-8,-26
27302235,-2,1,24,4,5,2,-8,-26
02785,-4,-7,2,5,6,14,-4,-23
02651,-4,-7,2,5,6,14,-4,-23
02472,7,0,11,4,0,3,24,43
02376,7,0,11,4,0,3,24,43
01983,7,0,11,4,0,3,24,43
02417,7,0,11,4,0,3,24,43
02720,7,0,11,4,0,3,24,43
02416,7,0,11,4,0,3,24,43
023490,7,0,11,4,0,3,24,43
206202,7,0,11,4,0,3,24,43
03302646,0,-8,-2,5,3,-1,-16,9
