# EMG1, EMG2, EMG3, EMG4, EMG5, EMG6, EMG7, EMG8, FORCE
-1.638843431304071174e-02,-2.245982093795920953e+00,-1.108430013291061300e+01,-2.866856464586654774e+00,1.577376126273306056e+01,7.437843323786368899e+01,-3.148677225335187568e+00,-1.112768248053151554e+00,-9.727958640670621548e+01
1.050069519414286390e+00,3.701512530308370685e-03,-1.062380612832412119e+01,-4.502131068968706629e+00,1.376454232254760868e+01,7.583724639066517170e+01,-4.407562178901620165e+00,-6.077105184082139289e+00,-6.893425974973638404e+01
-7.160662468159353367e-01,-1.944799714426617587e+00,-3.899713429460433645e+00,-1.546186053492569101e+00,9.124181205424793717e+00,4.166228702992636812e+01,-1.644372576945041908e+00,-1.425281146537029642e+00,-9.722173983641368977e+00
-1.832468948726516444e+00,-2.536848763965301234e+00,1.799042842317192026e+00,5.814934159657880741e-02,5.972965804087110975e+00,1.393980388534384929e+01,1.814505878251743365e+00,3.202662963913643246e+00,1.873697265501505171e+01
-8.683825741969797285e-02,-2.733316532247562769e-01,-8.850594265238242997e-02,-1.564784045031927029e+00,6.485081450635847844e+00,2.216768109631765427e+01,2.015826944660705333e+00,-2.881212470658725877e+00,7.737478925484151659e+01
1.149387954718873228e+00,1.747991256738912202e+00,-4.872328595982144961e-01,-2.897385120421193339e+00,5.515092448363427380e+00,2.748594623591384334e+01,-1.697311260875312477e+00,-5.690498189968376863e+00,1.058715013012686086e+02
-6.657787202935301352e-01,-1.140399001231251930e+00,3.655937139757412524e+00,-4.485628937275669692e-01,1.976483772688704121e-01,-2.260487560987591849e+00,-9.613479291630988577e-01,-3.304081290891147660e-01,1.637114821576394661e+02
-1.142353721106556641e+00,-1.704308523330454017e+00,5.530129374615057714e+00,-9.460883986482659935e-02,-1.343532103393941579e+00,-2.027402683238738490e+01,2.021822857479275370e+00,4.776774921242115113e+00,1.921898375365958600e+02
1.336759347236269768e+00,1.004923111372002964e+00,1.938894912000109549e+00,-1.382554624473887550e+00,3.366631752888705087e+00,-3.219134062585499834e+00,6.253814039245124690e-01,1.903080965073282727e+00,2.490152140675513692e+02
2.394322523243962664e+00,2.390634851840507835e+00,1.066719253195962391e+00,-1.787493703769030384e+00,3.940969336527771816e+00,5.541015441122851826e+00,-6.042460509065589847e+00,2.378919212731814170e+00,2.774435622874543697e+02
