# EMG1, EMG2, EMG3, EMG4, EMG5, EMG6, EMG7, EMG8, FORCE
-4.825508996946022755e+00,5.875338574369255440e-01,-4.947238312256970971e+00,8.658543886967429160e-01,1.232509574497698601e+01,2.316957610739244444e+01,2.151979379373488932e+00,-3.592918727367047538e+00,-9.355341972853392463e+01
-4.737009801155180000e+00,6.159085711235265492e+00,1.513444255602847122e+00,5.145012978351553024e-01,7.580841655839819282e+00,1.510016869405118634e+01,4.780561957037829046e+00,-8.033131261279002899e-01,-2.971625678174700624e+01
-3.630239604289542399e+00,2.894032774359892812e+00,-3.794809001203397258e+00,-2.061732295281448302e+00,1.342798375351943463e+00,8.674661970800679356e+00,2.216543766014453354e+00,3.039428871270288823e-03,-2.365268376095991698e+01
-3.004175936613380671e+00,-1.610656240037872777e+00,-7.924201819164416349e+00,-4.065762798492653651e+00,-4.823168618873081570e+00,4.514888886917125532e+00,-1.083628942441101195e+00,-4.647464606983620072e-01,4.151728483416536619e+01
-2.108959109457468450e+00,6.618239505313166404e+00,-4.022619660980844003e-01,-4.497807357133802419e+00,-6.090984435933162189e+00,2.997136744526329721e-02,1.745958834755599653e+00,3.618886293560310996e+00,4.585081105939275403e+01
-2.232506838054629572e+00,1.054357243471398853e+01,4.807940061838611889e+00,-3.920390052428924132e+00,-9.156319141676103612e+00,-8.327480787237625748e+00,5.040187693304608807e+00,5.705726253908048662e+00,1.122544425476812648e+02
-1.568560488400490893e+00,5.977132670544360593e+00,-4.897334524407437328e-01,-5.078148129540696942e+00,-1.261926618677033574e+01,-1.358468364856076604e+01,3.353785211223703655e+00,5.446650881952408874e+00,1.147363654133121145e+02
-1.063323372625967433e+00,9.185642454535525303e-01,-3.290723040180896675e+00,-5.760542845629377240e+00,-1.517236130262756078e+01,-1.351066134621270010e+01,1.509057889931071372e-01,3.543710008310021919e+00,1.822799660139939988e+02
3.788499653669319400e-02,6.793920628298293352e+00,2.359651471548094293e+00,-5.469042558376852270e+00,-1.312013541528886762e+01,-1.384056072442111684e+01,2.057308631417919642e+00,6.206158632351051807e+00,1.828062512831806998e+02
-2.935236824577285297e-01,6.575673747423962823e+00,3.756865795100846839e+00,-4.034017200561052618e+00,-1.271816006928412257e+01,-1.821126341061996712e+01,4.440308669453639112e+00,6.880842050507064656e+00,2.514004849201816114e+02
-2.490413388594463484e-01,2.340453495281842322e-01,-2.266603115231054844e+00,-3.962498559067816561e+00,-1.222629519466415893e+01,-1.879210462098104983e+01,2.773940419613579067e+00,5.309665673804030206e+00,2.498824073479934782e+02
-7.852751655762180150e-02,-5.064126701865184543e+00,-4.274495249952723341e+00,-3.703623842779793840e+00,-1.195121574333336056e+01,-1.532743816243417889e+01,-3.944079434343876756e-01,1.717844535817000473e+00,3.194391819396618075e+02
1.100272584067810477e+00,-6.624500076180925845e-01,-7.958006981568566118e-01,-3.285794128469864628e+00,-7.815213430709148312e+00,-1.313367330912403652e+01,6.694510283326291500e-01,3.106401378738433028e+00,3.157989603668913787e+02
4.077064795865497082e-01,-1.814094722201947008e+00,-1.535636428487462624e+00,-1.820763430865592003e+00,-5.046862627660424927e+00,-1.397112238381274274e+01,2.632003805470429114e+00,3.312217282187686518e+00,3.862297883784749502e+02
-3.769579532921731868e-01,-5.468663323107909591e+00,-5.619932937943932671e+00,-1.416572882912850773e+00,-2.756869145896905238e+00,-1.197711721359388548e+01,1.941795754298730081e+00,1.631156105337081108e+00,3.803990169100825369e+02
-6.860184281200192302e-01,-8.149679856825567725e+00,-5.193689146945272839e+00,-8.271901806328230133e-01,-2.477817898976566013e+00,-9.403578257887074798e+00,-3.799999492575691917e-01,-2.621528576185894188e+00,4.516166545391756699e+02
6.092650389764601160e-01,-3.481077772472592535e+00,-2.421095665689790177e+00,-6.837030033417617059e-01,1.200762777621699584e+00,-8.743414609190613973e+00,2.377809898309264369e-01,-1.586472545949914492e+00,4.435393277674390902e+02
