# EMG1, EMG2, EMG3, EMG4, EMG5, EMG6, EMG7, EMG8, FORCE
5.030121707615110793e+00,4.929240375138250307e+00,2.916715110492745566e+00,-5.975388269106042927e+00,-6.113542395947246355e+00,-1.028426254930446504e+01,-9.789161551593212884e-01,-2.005366782975487094e+00,1.291907844362896185e+01
2.378309445243277587e+00,2.910594467075172886e+00,6.854170825375849319e-02,-5.520658252180847825e+00,-4.721687941610560380e+00,-1.359614243768260877e+01,-4.448947094679447378e-01,-2.046775081172979238e+00,5.105427836951503195e+01
4.151056260878445592e+00,4.405154868038585469e-01,2.619845502567077489e-01,-3.949870025556774245e+00,-5.532300740413645279e+00,-4.381582452095145186e+00,-4.901254681865410134e-01,-1.996536289617039772e+00,5.787056388840846921e+01
5.490743199191310708e+00,-1.704118551111176494e+00,9.134451510479646430e-01,-2.646106873221799827e+00,-5.788154410103892644e+00,2.335512594555564370e+00,-7.618183796863702284e-01,-2.457085341401114675e+00,9.633231623309836777e+01
3.819679502115156389e+00,-3.074126915059417264e+00,-1.069050383557485162e+00,-2.480403808075669403e+00,-4.546756528213374615e+00,-3.509105152429196295e+00,-9.511329513812647463e-01,-1.996183851948187593e+00,1.027703747726669405e+02
1.530069062700786464e+00,-4.026377722315392482e+00,-2.906780641245438002e+00,-2.317066899637540978e+00,-3.484180796403717473e+00,-6.600892157175309194e+00,-2.373807500805682480e-01,-2.165113540944977988e+00,1.414358330322062329e+02
3.123488648386986810e+00,-5.382130464948462922e+00,-1.911025628887910166e+00,-1.303435674544185074e+00,-4.341626846633461767e+00,-3.321720325471844149e-01,1.349894935734461399e-01,-2.394400072698209758e+00,1.474659656131434531e+02
4.029402673301420990e+00,-6.189137157874297301e+00,-4.600626763729600555e-01,-7.892513927699797982e-01,-4.199338250604047751e+00,9.260816601080135158e-01,2.784052853557534846e-01,-3.165907239124724271e+00,1.862147724499701553e+02
2.410128155135022432e+00,-5.956079934466943726e+00,-1.449349592616119509e+00,-1.102262741735677398e+00,-3.061718422329829270e+00,-6.643768458259354581e+00,4.268809676181253288e-01,-2.704969820516766266e+00,1.918161668926823040e+02
1.377848468906712753e-01,-5.506926583638884765e+00,-2.541155226748493590e+00,-1.205831509708673810e+00,-2.341142447914074332e+00,-9.688217773359429685e+00,1.372183053934795005e+00,-2.874271228794950339e+00,2.305289529323168836e+02
1.079320050849026380e+00,-5.882426206503791555e+00,-1.712461621432691317e+00,-6.684572453671915326e-01,-3.036455461165446845e+00,-6.419620644607314297e+00,1.980526601536915621e+00,-3.164775763689878119e+00,2.356939486479526522e+02
1.410438668695570996e+00,-5.718001287574733915e+00,-8.215390902546246821e-01,-7.092865978662913351e-01,-2.431012964375764529e+00,-7.496458184073254927e+00,2.429475066006074879e+00,-3.742876655099249827e+00,2.742490510533955330e+02
-9.558849924994028413e-02,-4.350334141640878727e+00,-1.735205023621209097e+00,-1.176211826769443247e+00,-1.504776865266017172e+00,-1.345958468760735727e+01,2.521157947107811381e+00,-2.618158190175033262e+00,2.789876249310259482e+02
-2.215003232845438319e+00,-3.056789384134460885e+00,-2.466145808588172006e+00,-1.204652421321979361e+00,-1.126903890181246037e+00,-1.485698705719303447e+01,2.927034751362651122e+00,-2.240077232764485338e+00,3.172596319583874447e+02
-1.410199253994339763e+00,-3.105211570719594416e+00,-1.957680476851920925e+00,-7.811983037796579321e-01,-1.588274072729645825e+00,-1.223969021668704471e+01,2.883263704509606118e+00,-2.163953794092631444e+00,3.215996884954640791e+02
-8.167483728224960160e-01,-2.684491419929385891e+00,-1.397066627151487328e+00,-1.047122373886310465e+00,-6.292775157648311524e-01,-1.210648005776032576e+01,2.874317040850431049e+00,-2.125857062343747383e+00,3.594605238606941384e+02
-1.685375598475830294e+00,-8.645520114414071422e-01,-1.629515878611483615e+00,-1.383971278666118909e+00,-2.121076852662722168e-01,-1.448838737882366878e+01,2.380380628967310841e+00,-5.366686576625534499e-02,3.634455001873062656e+02
