# EMG1, EMG2, EMG3, EMG4, EMG5, EMG6, EMG7, EMG8, FORCE
3.685440202309283375e+00,2.970320805799389063e+00,-5.197125953961112543e-02,-1.945382887901633939e+00,2.226515651091312886e+00,-7.159771021270896263e+00,1.592447450662724329e+01,3.649791354358067785e+00,-1.203542255842491500e+02
3.440134847878409285e+00,7.563527983979726699e+00,4.508039173789795129e+00,-2.903122587350432937e-01,4.461108961867362055e+00,-3.705918456075210976e+00,2.021194476783188776e+01,4.645992740853017722e+00,-1.235633555240065107e+02
8.764609978789055234e-01,-2.264375656685665206e+00,1.985219642071896828e+00,-7.483946519485025206e-01,1.157243915900489029e+00,-6.728676444817075719e+00,4.733595031870422076e+00,6.661437322846284204e-01,-1.949134668502847489e+01
-1.545161365602987225e+00,-8.525414717331869952e+00,-1.018019936582255980e+00,-6.274382084747136545e-01,-1.123314023735528355e+00,-1.034908991107397824e+01,-1.277278390146681275e+01,-4.463468331185637794e+00,-2.552117896855725121e+01
-1.855361771674594040e+00,-6.194059437740188301e+00,2.145215203811677185e+00,9.366881013422974078e-01,1.713764449446587790e+00,-8.670937043898000240e+00,-9.692020427364255397e+00,-3.433965068188092218e+00,8.087985510774069553e+01
-1.724538646528512409e+00,-8.646869382091821876e-01,8.386769556968072692e+00,2.738045391860887356e+00,3.778629122227948667e+00,-6.123006628782334815e+00,-2.255684108005748811e+00,-1.114668060892260115e+00,7.180100424398915493e+01
-3.396637960527000288e+00,-9.068607554596086473e+00,7.343547335360131711e+00,2.447311809347395339e+00,6.877738395613359756e-01,-9.146860605066059691e+00,-1.246457271622376162e+01,-3.518638741848132412e+00,1.804159103476831660e+02
-4.628233107822673276e+00,-1.284508658661592051e+01,3.851311129988221893e+00,2.549627962891842792e+00,-1.113835156509967561e+00,-1.286965737413276933e+01,-2.578345809745511730e+01,-7.647985596377804285e+00,1.680798352487563534e+02
-4.340997952812191585e+00,-1.046823916470088456e+01,5.294273093374457062e+00,3.463709037791040224e+00,9.633287522125835167e-01,-1.223771492591548338e+01,-2.074969254797825258e+01,-6.064525652145018597e+00,2.788079218858711101e+02
-3.692780193823304025e+00,-5.201871723892375954e+00,9.228167734364657093e+00,4.249093609048402165e+00,1.650582292664873663e+00,-9.738577077842045071e+00,-9.625931523478199026e+00,-3.061198316045964596e+00,2.630263500364051197e+02
-4.083595237420231783e+00,-1.128569410531164863e+01,5.747020608269050257e+00,3.078337459091757822e+00,-1.918630179608849851e+00,-1.032683615427291990e+01,-1.226191533161803804e+01,-4.284839119733778290e+00,3.757815353574083019e+02
-4.170490451998601245e+00,-1.270499443513521598e+01,4.662329233776123516e-01,2.540672555574341906e+00,-3.835654579066774872e+00,-1.196635851422108132e+01,-1.929065830951596894e+01,-7.298651812781890236e+00,3.563859029417271813e+02
-3.536169481185147845e+00,-1.092931423744363073e+01,5.623700923550245534e-03,2.425535864827174315e+00,-3.081961597996458302e+00,-1.182902638150732777e+01,-1.166497626802773446e+01,-4.749139458359856292e+00,4.710942040838631328e+02
-2.479939701487779757e+00,-5.465586542341069887e+00,2.111159025577832971e+00,2.154279797696625032e+00,-3.543320932492010300e+00,-9.818675541574883425e+00,2.991657897770128471e+00,-3.397147578039589888e-01,4.479378242135444452e+02
-1.689366865595474110e+00,-8.723777366366634922e+00,-1.651803289616873727e+00,4.664381288209042964e-01,-6.893992214466009294e+00,-9.166441023287950074e+00,7.649161198325685973e+00,9.205557131463315557e-01,5.645330031823623358e+02
-4.400848415606617436e-01,-7.300476848150736942e+00,-5.894156742529268023e+00,-3.796570483672683238e-01,-8.913163877593065720e+00,-9.929940042718005344e+00,7.563261503040799028e+00,7.526241421651835850e-01,5.374939001785451183e+02
1.110303615995283266e+00,-5.481200719370168173e+00,-5.833801552542870361e+00,-1.240298755656644047e+00,-9.686471526600401560e+00,-1.036247919470250878e+01,1.834916770783951279e+01,5.371906005867010947e+00,6.559135831074754606e+02
2.686381632332235370e+00,3.769942252894580292e-01,-3.392021198932814841e+00,-1.967383302821691160e+00,-1.073356933616478415e+01,-8.479228696948315047e+00,3.366597024754192802e+01,1.060384451225071878e+01,6.248964894564944643e+02
