# EMG1, EMG2, EMG3, EMG4, EMG5, EMG6, EMG7, EMG8, FORCE
-9.305430493578730200e-01,1.005049908173034634e+00,-1.101246163427399782e+00,-1.097963607767709071e+00,9.703728636541271158e-01,-9.784586571134430422e-01,-9.587057996460821574e-01,1.968062762850575353e-02,5.179122037043908904e+02
-1.393591357609372139e+00,3.017393119010471914e-01,-2.592669777249540175e+00,-1.683007521921974892e+00,6.309655684797310649e-02,-2.097032771841210508e+00,-1.066983162870161372e+00,-6.559267292686796758e-01,5.384306213009399471e+02
-1.708845359725756907e+00,-4.378183373308792703e-01,-1.075811314869237201e-01,9.050624854467645974e-01,-3.065304701892901384e-01,-1.712287244228589689e+00,-1.464223680928014026e+00,-7.822062050629576824e-01,5.547650116633217294e+02
-2.453182684619796827e+00,-1.204523780907929442e+00,2.112061372361285105e+00,3.078069984793101010e+00,-3.928764333529448649e-01,-8.565739640544416389e-01,-1.924730083610870501e+00,-1.196330166641249804e+00,5.753674474325623578e+02
-2.526891605397428631e+00,-1.700744978175601219e+00,-2.572424908969148660e-01,1.333164257233597993e+00,-1.063097816210208713e+00,-1.116667393763955296e+00,-1.689045405195557237e+00,-1.749020468142850504e+00,5.920550548738856378e+02
-2.113116384988728669e+00,-1.801804935823861253e+00,-1.137770637770037396e+00,1.022513044674341565e+00,-1.490046467156913579e+00,-2.184719578529251471e+00,-1.529550664743939414e+00,-1.584884055837857630e+00,6.127118302012548838e+02
-1.426819323281243168e+00,-1.790864056880382416e+00,8.847361858061664197e-01,2.839050800897661819e+00,-1.378853019175923844e+00,-1.689035213062497043e+00,-1.474434534250408158e+00,-7.679092209611675379e-01,6.295898730820847504e+02
-1.816212285692762718e+00,-2.071080176297355191e+00,1.806052495832517479e+00,3.155971874582943926e+00,-1.080267781386659021e+00,-1.596320897840630693e-01,-1.544321998313918476e+00,-9.023579226771791806e-01,6.502998037851110666e+02
-1.557987142021882043e+00,-2.238654545953860264e+00,-4.530167521347978621e-01,8.435644244956450599e-01,-1.441336146558864773e+00,1.098562014489310457e-01,-1.129315661103896362e+00,-1.206032788075541484e+00,6.671950213786622044e+02
-4.681188662058861638e-01,-1.922323472490284235e+00,-6.010302646466465504e-01,8.260501004989988516e-01,-1.675475293895405615e+00,-1.079314998939188364e+00,-8.852106032389717161e-01,-4.060012267634329763e-01,6.879772579843906897e+02
6.609018083642554942e-01,-1.518598697179223134e+00,5.758052265420516846e-01,1.765964296421788315e+00,-1.650109185671895240e+00,-9.837921014620927274e-01,-7.629516431072533855e-01,8.107632199970664644e-01,7.047170285515467185e+02
6.528332755501775608e-02,-1.599734659674516113e+00,2.529589012609463339e-01,7.321824186886751740e-01,-1.645990436379812349e+00,2.363986515658862420e-01,-9.651711503384227120e-01,5.030706627354586402e-01,7.256018291162632750e+02
-1.739438044247076931e-02,-1.728155764416841711e+00,-1.829659581297265802e+00,-1.824800075577035052e+00,-2.247249018061965753e+00,4.563199269464843777e-01,-7.864199245348425515e-01,-1.797506347770649882e-02,7.420232576715623054e+02
7.677428613805918900e-01,-1.414589725176085722e+00,-1.921804022222444175e+00,-1.973566959327563097e+00,-2.651095731926528476e+00,-6.796783395373851011e-01,-7.677780834283676192e-01,5.910043658943333611e-01,7.630465662356614303e+02
1.457694159337399320e+00,-1.011085274976729842e+00,-2.196144903725755881e+00,-2.014640072872889931e+00,-2.885053521260215970e+00,-7.745196752346850122e-01,-8.763516340175467878e-01,1.346692751875021354e+00,7.789978270779083687e+02
2.614952741197822395e-01,-1.105182588872310356e+00,-3.543525437754783347e+00,-3.812394086724017583e+00,-3.169633884163875592e+00,6.426150425262990018e-02,-1.350473428376079310e+00,4.872969775848430274e-01,8.001966655152693875e+02
-3.168284935917493605e-01,-1.323043613800583884e+00,-5.259333339023637421e+00,-6.428457816315606976e+00,-3.949212333552511112e+00,3.190160734836170464e-01,-1.316093427179358732e+00,-3.665569547049267740e-01,8.155326642423029853e+02
1.096180258242005490e-01,-1.127285982382144391e+00,-5.406202286935124945e+00,-6.754809227421938900e+00,-4.345982076825013252e+00,-4.221955889230756265e-01,-1.364466347135252722e+00,-4.160453514470796588e-02,8.369411639928922568e+02
