# EMG1, EMG2, EMG3, EMG4, EMG5, EMG6, EMG7, EMG8, FORCE
-6.072309900869532484e-02,2.133480347337890493e+00,-3.053519114218644859e+01,1.404597164736412651e+01,3.942254507262207497e+00,-1.849773505877228441e+00,4.056894966285086390e+00,1.702983643862217278e+01,4.678670091872290300e+02
1.016234476745512261e-01,2.607293322894854715e-01,-2.117871794083859172e+01,1.049501947699392090e+01,1.403656176739577432e+00,-9.181013394773218650e-01,3.229128230422326773e+00,9.330230199057140794e+00,4.850963027166392294e+02
-2.883667768869617731e-01,1.233577258316298497e-01,-1.874046873156584780e+01,9.237520540971154048e+00,4.438726176288234626e-01,-1.566016515716710522e-01,3.136514170805918766e+00,8.465188631805622421e+00,5.097409934173795136e+02
-3.115523653221661249e-01,-4.896684461582723191e-01,-1.683713057969799465e+01,7.857258079212293467e+00,-4.939700053743081298e-01,-1.812732830846348620e-01,2.540693727539341751e+00,7.974626314305638175e+00,5.273567332802936107e+02
-6.565232801044016409e-01,-7.408131679516773982e-01,-6.728370770944565038e+00,5.078856085857960778e+00,-2.142206304260574790e+00,1.650931685054469966e+00,1.668443146394323229e+00,2.459813579566842989e+00,5.519040332620329536e+02
-1.952690014501534677e-02,-2.387534589493621073e+00,-2.899644890319219570e-01,4.561056299928784696e+00,-2.987596387663760567e+00,1.841889418013628266e+00,1.748299730541290398e+00,-5.362817601382868560e+00,5.697852207036227128e+02
-2.826227379594847822e-01,-2.517633067417340165e+00,-8.808271898542496814e-01,5.991043567445634821e+00,-2.579631534423717731e+00,1.876160049195105817e+00,2.489237157224327479e+00,-5.364534008297918710e+00,5.941720708537326345e+02
-4.580975478198671125e-01,-2.671899643618954823e+00,-9.399488502364441445e-01,6.212870730583865075e+00,-2.522606205904424748e+00,1.758726499860835180e+00,2.190423655307510931e+00,-3.485195886537004739e+00,6.121956194498256991e+02
-6.624476853273308929e-01,-1.851238334625365134e+00,6.588776767319528105e+00,4.880963478604118500e+00,-2.882663368743406007e+00,3.573665774147551044e+00,1.551034879052638038e+00,-6.959004946457601370e+00,6.363709549331157405e+02
2.870759208034920906e-01,-2.985802472874576452e+00,8.348995466429490975e+00,5.850758746099464780e+00,-2.521470659717910401e+00,3.029491912508246010e+00,2.094292617316376504e+00,-1.334402977869988760e+01,6.544152393805876500e+02
-2.191215156873038139e-01,-3.097210224314324467e+00,4.154180709386588788e+00,7.681381357232620388e+00,-1.671002041376615344e+00,2.508691651009288037e+00,2.997353244402520822e+00,-1.126036957499116653e+01,6.783377512916450769e+02
-9.137513478155009361e-01,-2.787676980884024491e+00,2.969432765960023701e+00,7.676544616599510817e+00,-1.358917452137404558e+00,2.834854287406326723e+00,2.487943618864104423e+00,-6.671536035814227716e+00,6.962835891151248688e+02
-1.215927750540838126e+00,-8.835784413519029989e-01,8.824676412188829033e+00,6.012220680531968675e+00,-1.157325645266724878e+00,5.150082922735609081e+00,1.635228973237471628e+00,-8.319571976206750819e+00,7.199218602681843322e+02
-2.054968109154229339e-01,-1.601765211808781064e+00,6.247286253194179295e+00,6.544190079398346072e+00,-3.454746343025856259e-01,4.019374054229467141e+00,2.056334371304112452e+00,-1.324875368694826960e+01,7.376510076768337285e+02
-1.198381835406362672e+00,-1.852734227445094195e+00,-1.292529402361684454e+00,7.430390335035587768e+00,5.431533144868510021e-01,2.902519272213672341e+00,2.632386960717643554e+00,-9.113540017893559053e+00,7.609837593593820202e+02
-2.494436818877566964e+00,-1.368225025993710986e+00,-3.413128008152536808e+00,6.784039975338767903e+00,1.000903342859101652e+00,3.666195431113084435e+00,1.896424538273999039e+00,-2.513111222971749825e+00,7.783770216168554725e+02
-2.878183559784709189e+00,1.062032105194369080e+00,8.110197484024936898e-01,4.672770316580608707e+00,1.493110586295827380e+00,6.241153720393614712e+00,1.000263109431565489e+00,-3.171561483170984630e+00,8.013897461641770406e+02
-1.822049094657288038e+00,2.313707589172588897e-01,-5.383534909242932542e+00,4.429519023272379563e+00,2.332828727794736157e+00,4.000748541248755785e+00,1.096914521762111461e+00,-6.873681432164485017e+00,8.183268179134659022e+02
-3.037652423483024666e+00,-5.594657832755134397e-01,-1.494289659720569752e+01,4.177836846783140601e+00,2.977545503408559391e+00,1.610904638120681076e+00,1.073796873651220229e+00,-1.544736028521590754e+00,8.410069720931272741e+02
-4.340876259852233687e+00,-6.140618024345243509e-01,-1.722085682195865175e+01,3.421666329891408065e+00,3.290494225801129602e+00,1.969069238719485693e+00,4.101995264462805491e-01,5.307154693747570207e+00,8.573670675599730657e+02
-4.356478150495585844e+00,1.436500892532516893e+00,-1.314478271223356742e+01,1.573536600243618633e+00,3.447526373693074131e+00,4.008729467999392782e+00,-1.973813720287802553e-01,4.630515669303514770e+00,8.797015663978726252e+02
-2.906803711503033849e+00,1.687405397355059566e-01,-1.878210907292312370e+01,6.267167153997648121e-01,3.552104636784719549e+00,3.783794290962432250e-01,-7.653975713084548715e-01,1.319095760836066944e+00,8.953643468504089924e+02
